id,title,release_date,genres,original_language,vote_average,vote_count,popularity,budget,production_companies
1027014,Entergalactic,9/28/2022,"['Animation', 'Comedy', 'Romance', 'Music']",English,7.7,234,15.514,0,"['DNEG', 'Khalabo Ink Society', 'Mad Solar']"
693,Meet the Fockers,12/22/2004,"['Comedy', 'Romance']",English,6.2,4310,20.179,80000000,"['Universal Pictures', 'Everyman Pictures', 'Tribeca Productions', 'DreamWorks Pictures']"
9589,Christiane F.,4/2/1981,['Drama'],German,7.3,1169,15.928,0,"['CLV-Filmproduktions', 'Solaris Film', 'Maran Film', 'Popular Filmproduktion']"
351460,Death Note,8/25/2017,"['Crime', 'Fantasy', 'Horror', 'Thriller']",English,4.2,3661,14.686,40000000,"['Vertigo Entertainment', 'Lin Pictures']"
11675,Halloween H20: 20 Years Later,8/5/1998,"['Horror', 'Thriller']",English,6,1420,16.928,17000000,"['Dimension Films', 'Nightfall Productions', 'Trancas International Films', 'Miramax']"
521,Dial M for Murder,5/29/1954,"['Crime', 'Thriller']",English,8,2228,16.578,1400000,['Warner Bros. Pictures']
270774,Skiptrace,7/21/2016,"['Action', 'Comedy', 'Thriller', 'Mystery']",English,5.6,574,17.383,32000000,"['JC Group International', 'InterTitle Films', 'Cider Mill Pictures', 'Dasym Enetertainment', 'Talent International Media', 'Talent International Film Cultural Company']"
2112,Payback,2/5/1999,"['Crime', 'Action', 'Drama']",English,6.8,1556,27.314,90000000,"['Icon Productions', 'Warner Bros. Pictures']"
221731,Rurouni Kenshin Part II: Kyoto Inferno,8/1/2014,"['Action', 'Adventure', 'Drama', 'Fantasy']",Japanese,7.7,483,17.181,0,"['AMUSE', 'Warner Bros. Pictures', 'Shueisha', 'KDDI', 'GYAO']"
431259,Escape Room,8/31/2017,"['Horror', 'Thriller', 'Fantasy']",English,4.9,191,16.434,0,"['Global Genesis Group', 'Entity3 Productions']"
15601,Scooby-Doo! and the Cyber Chase,10/9/2001,"['Animation', 'Adventure', 'Comedy']",English,7.3,452,20.426,0,['Hanna-Barbera Productions']
71689,Phineas and Ferb: The Movie: Across the 2nd Dimension,8/5/2011,"['Animation', 'Comedy', 'Family', 'TV Movie', 'Adventure', 'Science Fiction']",English,7,473,20.427,0,['Disney Television Animation']
82703,Mr. Peabody & Sherman,2/7/2014,"['Animation', 'Adventure', 'Family']",English,6.7,2129,23.578,145000000,"['Pacific Data Images', 'DreamWorks Animation', 'Bullwinkle Studios', 'Classic Media Productions', '20th Century Fox']"
146,"Crouching Tiger, Hidden Dragon",7/6/2000,"['Adventure', 'Drama', 'Action', 'Romance']",Chinese,7.4,2802,19.925,17000000,"['China Film Co-Production Corporation', 'Columbia Pictures Film Production Asia', 'Good Machine', 'Asia Union Film & Entertainment Ltd.', 'United China Vision', 'Zoom Hunt International Productions Company Ltd.', 'Columbia Pictures', 'Sony Pictures Classics', 'EDKO Films']"
227679,Pokémon the Movie: Genesect and the Legend Awakened,7/13/2013,"['Action', 'Adventure', 'Animation', 'Family']",Japanese,6.5,130,17.426,0,"['The Pokémon Company', 'OLM', 'Shogakukan', 'TV Tokyo', 'TakaraTomy', 'East Japan Marketing & Communications', 'Shogakukan-Shueisha Productions', 'Pikachu Project']"
530382,In the Shadow of the Moon,9/27/2019,"['Science Fiction', 'Thriller']",English,6.1,1210,18.185,0,"['42', 'Automatik Entertainment', 'Belladonna Productions', 'Nightshade']"
353491,The Dark Tower,8/3/2017,"['Fantasy', 'Action', 'Science Fiction']",English,5.7,4558,20.88,60000000,"['MRC', 'Imagine Entertainment', 'Weed Road Pictures', 'Columbia Pictures', 'Sony Pictures', 'The Department of Trade and Industry of South Africa']"
2576,The Diary of Anne Frank,3/18/1959,"['Drama', 'History']",English,7.2,304,15.673,3000000,['George Stevens Productions']
393738,Erotic Passion,3/26/1981,"['Crime', 'Drama']",Greek,5.4,7,16.881,0,['Andromeda International Films']
651589,Sky High,12/18/2020,"['Action', 'Drama', 'Thriller']",Spanish,6.1,183,14.691,0,"['Vaca Films', 'TeleMadrid', 'Movistar+', 'Canal+', 'RTVE', 'Universal Pictures', 'Playtime', 'MEDIA Programme of the European Union']"
840,Close Encounters of the Third Kind,11/18/1977,"['Science Fiction', 'Drama']",English,7.4,3693,19.868,20000000,"['Julia Phillips and Michael Phillips Productions', 'Columbia Pictures', 'EMI Films']"
796256,Offseason,3/11/2022,"['Horror', 'Mystery']",English,5.7,63,19.101,0,"['Defiant Studios', 'Kodiak Pictures', 'Sunset Junction Entertainment', 'MacPac Entertainment']"
401043,Kuroko's Basketball - Movie: Winter Cup - Shadow and Light,9/3/2016,['Animation'],Japanese,6.7,11,15.502,0,['Production I.G']
615982,Sijjin 6,8/9/2019,['Horror'],Turkish,5.6,34,20.698,0,[]
881098,Cosas de amigos,4/28/2022,['Comedy'],Spanish,6,2,13.275,0,[]
836009,Against the Ice,2/10/2022,"['Drama', 'Adventure', 'History']",English,6.8,441,17.705,0,"['RVK Studios', 'Ill Kippers']"
437033,Toc Toc,9/1/2017,['Comedy'],Spanish,7.1,1120,20.321,0,"['Atresmedia', 'Lazonafilms']"
9313,The Man in the Iron Mask,3/12/1998,"['Adventure', 'Action', 'Drama']",English,6.6,3459,15.414,35000000,"['United Artists', 'Metro-Goldwyn-Mayer']"
835786,Giant Spider,5/30/2021,['Thriller'],Chinese,7.1,55,15.839,0,[]
6947,The Village,7/30/2004,"['Drama', 'Mystery', 'Thriller']",English,6.4,3647,16.413,60000000,"['Touchstone Pictures', 'Blinding Edge Pictures', 'Scott Rudin Productions']"
9090,"To Wong Foo, Thanks for Everything! Julie Newmar",9/7/1995,['Comedy'],English,7.3,557,15.411,0,"['Amblin Entertainment', 'Universal Pictures']"
4513,30 Days of Night,10/17/2007,"['Horror', 'Thriller']",English,6.4,2412,17.912,30000000,"['HorrorFlix', 'Columbia Pictures', 'Ghost House Pictures', 'Dark Horse Entertainment', 'Mandate International']"
860,WarGames,6/3/1983,"['Thriller', 'Science Fiction', 'Drama']",English,7.1,1554,16.66,12000000,"['United Artists', 'Sherwood Productions']"
617,Wild Things,3/20/1998,"['Mystery', 'Thriller', 'Drama']",English,6.3,1478,21.111,20000000,"['Mandalay Entertainment', 'Columbia Pictures']"
475,Bonnie and Clyde,7/18/1967,"['Crime', 'Drama']",English,7.5,1380,13.161,2500000,"['Tatira-Hiller Productions', 'Warner Bros-Seven Arts']"
553835,Is It Wrong to Try to Pick Up Girls in a Dungeon?: Arrow of the Orion,2/15/2019,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance', 'Animation']",Japanese,7.8,185,20.67,0,"['J.C.STAFF', 'EGG FIRM', 'Warner Bros. Japan', 'Hakuhodo DY Music & Pictures', 'SB Creative', 'GENCO', 'THE KLOCKWORX', 'movic', 'FuRyu', 'Gree', 'IMAGINE', 'GA Bunko']"
11104,Chungking Express,7/14/1994,"['Drama', 'Comedy', 'Romance']",cn,8,1418,24.209,160000,['Jet Tone Production']
6957,The 40 Year Old Virgin,8/11/2005,"['Comedy', 'Romance']",English,6.4,6025,21.661,26000000,"['Universal Pictures', 'Apatow Productions']"
504631,Mermaid Down,10/15/2019,"['Horror', 'Fantasy', 'Mystery', 'Thriller']",English,6.7,244,20.921,0,"['Grellman Film', 'Heartpine Pictures', 'Mermaid Down']"
246403,Tusk,9/19/2014,"['Comedy', 'Horror']",English,5.5,1179,16.163,3000000,"['Phase 4 Films', 'Demarest Films', 'SModcast Pictures']"
320846,Sky Sharks,10/7/2020,"['Horror', 'Science Fiction', 'Comedy']",English,5,72,21.587,5920000,"['Marctropolis-Film', 'Fuse Box Films', 'Slice Production Studios', 'Capelight Pictures']"
9359,Maverick,5/20/1994,"['Action', 'Adventure', 'Comedy', 'Drama', 'Western']",English,6.8,1378,16.658,75000000,"['Icon Entertainment International', 'Warner Bros. Pictures', 'Icon Productions', 'Donner/Shuler-Donner Productions']"
384521,The Cloverfield Paradox,2/4/2018,"['Horror', 'Science Fiction', 'Action', 'Thriller']",English,5.6,2901,19.416,45000000,"['Paramount', 'Bad Robot']"
747188,Asteroid City,6/9/2023,"['Comedy', 'Romance', 'Science Fiction']",English,0,0,26.388,0,"['American Empirical Pictures', 'Indian Paintbrush']"
399057,The Killing of a Sacred Deer,10/20/2017,"['Drama', 'Thriller', 'Mystery']",English,7,3234,18.565,0,"['Element Pictures', 'Three Point Capital', 'Film4 Productions', 'New Sparta Films', 'Limp Films', 'HanWay Films', 'Screen Ireland']"
82650,Diary of a Wimpy Kid: Dog Days,8/2/2012,"['Comedy', 'Family']",English,6.3,835,18.509,22000000,['Fox 2000 Pictures']
692969,Cadaver,10/22/2020,"['Drama', 'Horror', 'Thriller']",Norwegian,5.6,546,16.175,0,"['Motion Blur', 'SF Studios']"
399174,Isle of Dogs,3/23/2018,"['Adventure', 'Comedy', 'Animation']",English,7.9,4252,19.165,62770198,"['Studio Babelsberg', 'American Empirical Pictures', 'Indian Paintbrush', 'Scott Rudin Productions']"
441282,Night Hunter,8/29/2019,"['Drama', 'Thriller']",English,6.5,706,18.418,0,"['Arcola Entertainment', 'Arise Pictures', 'Buffalo Gal Pictures', 'Fortitude International', 'PalmStar Media']"
37725,It's a Boy Girl Thing,7/15/2006,"['Comedy', 'Fantasy', 'Romance']",English,6.5,942,24.557,15500000,"['Icon Entertainment International', 'Rocket Pictures', 'Prospero Pictures', 'Scion Films', 'Alliance Atlantis']"
409582,7 Guardians of the Tomb,1/19/2018,"['Action', 'Adventure', 'Horror']",English,5.6,170,18.664,0,"['Grand Canal Pictures', 'Aurora Alliance', 'Screen Australia', 'Screen Queensland', 'Sleeping Otters Productions', 'Hamilton Entertainment', 'Rong De Culture', 'Arclight Films']"
1991,Death Proof,5/22/2007,"['Action', 'Thriller']",English,6.8,4519,17.756,25000000,"['Troublemaker Studios', 'The Weinstein Company', 'Dimension Films', 'Rodriguez International Pictures']"
16296,Killer Klowns from Outer Space,5/27/1988,"['Comedy', 'Horror', 'Science Fiction']",English,6.4,785,18.154,2000000,"['Sarlui / Diamant Production', 'Chiodo Bros. Productions']"
225565,That Awkward Moment,1/29/2014,"['Comedy', 'Romance']",English,6.1,2460,20.157,8000000,['Treehouse Pictures']
1038724,A Waltons Thanksgiving,11/20/2022,"['TV Movie', 'Drama']",English,4,2,15.826,0,"['Magnolia Hill Productions', 'Warner Bros. Television']"
9610,Conan the Destroyer,6/29/1984,"['Adventure', 'Fantasy', 'Action']",English,6.1,1285,20.653,18000000,"['DEG', 'Universal Pictures']"
11220,Fallen Angels,9/6/1995,"['Action', 'Romance', 'Crime']",cn,7.7,775,18.153,0,['Jet Tone Production']
735131,The Mystery of Lop Nur,2/23/2022,"['Action', 'Science Fiction', 'Adventure']",Chinese,4.7,3,14.035,0,"['Dongyang Dream Maker Film Co', 'Kechuan Cultural Development Co', 'Shenzhen Fenghai Brothers Cultural Media Co']"
10589,After the Sunset,11/12/2004,"['Action', 'Comedy', 'Crime', 'Drama']",English,6.1,664,27.087,60000000,"['New Line Cinema', 'Contrafilm', 'Firm Films', 'Rat Entertainment']"
10747,The Outlaw Josey Wales,7/14/1976,['Western'],English,7.5,971,19.152,3700000,"['Warner Bros. Pictures', 'Malpaso Productions']"
7364,Sahara,4/6/2005,"['Action', 'Adventure', 'Comedy', 'Drama', 'Mystery']",English,5.9,1278,13.903,130000000,"['Paramount', 'Bristol Bay Productions', 'Baldwin Entertainment Group', 'Desertlands Entertainment', 'Mace Neufeld Productions', 'Kanzaman Productions', 'J.K. Livin Productions', 'Moguletta', 'Sahara Productions', 'Babelsberg Film']"
18501,Gamer,9/3/2009,"['Action', 'Thriller', 'Science Fiction']",English,5.7,2112,18.153,50000000,"['Lionsgate', 'Lakeshore Entertainment']"
10307,Stigmata,9/10/1999,"['Horror', 'Thriller']",English,6.2,937,17.651,29000000,"['FGM Entertainment', 'Metro-Goldwyn-Mayer']"
257091,Get Hard,3/26/2015,['Comedy'],English,6,2438,18.905,40000000,"['Gary Sanchez Productions', 'Warner Bros. Pictures']"
50359,Hop,3/30/2011,"['Animation', 'Comedy', 'Family']",English,5.7,1087,19.052,63000000,"['Illumination', 'Universal Pictures']"
10950,I Am Sam,12/28/2001,['Drama'],English,7.6,2034,19.15,22000000,['New Line Cinema']
1887,Marie Antoinette,5/24/2006,"['Drama', 'History']",English,6.7,2393,20.551,40000000,"['Columbia Pictures', 'American Zoetrope', 'Pricel', 'Tohokushinsha Film Corporation', 'Commission du Film France', 'Commission du Film Île-de-France']"
765245,Swan Song,12/17/2021,"['Drama', 'Science Fiction']",English,7.3,393,18.085,0,"['Anonymous Content', 'Know Wonder', 'By Ghost Productions', 'Apple Studios']"
301365,The Neon Demon,6/8/2016,"['Thriller', 'Horror']",English,6.5,3431,17.403,7000000,"['Bold Films', 'Space Rocket Nation', 'Gaumont', 'Wild Bunch', 'MEDIA sub-programme of Creative Europe', 'Det Danske Filminstitut', 'DR']"
230222,Tarzan,10/17/2013,"['Animation', 'Action', 'Adventure', 'Family']",English,5.7,540,18.401,0,"['Ambient Entertainment', 'Constantin Film', 'Summit Entertainment']"
127521,6 Bullets,9/11/2012,"['Thriller', 'Action', 'Crime']",English,6,280,19.101,10000000,"['Rodin Entertainment', 'Motion Picture Corporation of America']"
42337,Beau Pere,9/15/1981,"['Drama', 'Romance']",French,6.6,87,18.257,0,"['Sara Films', 'Antenne 2']"
360249,The Last King,2/12/2016,"['Action', 'Adventure', 'Drama', 'History']",Norwegian,5.7,209,21.602,5233963,"['Proton Cinema', 'Newgrange Pictures', 'Paradox Produksjon', 'Nordisk Film Denmark']"
44244,Camp Rock 2: The Final Jam,9/17/2010,"['Comedy', 'Music', 'TV Movie']",English,6.3,1412,15.899,0,"['Alan Sacks Productions', 'Disney Branded Television', 'Coin Flip Productions']"
244506,Camp X-Ray,10/17/2014,['Drama'],English,6.8,923,21.56,1000000,"['Young Gang', 'Gotham Group', 'Upload Films', 'GNK Productions', 'Rough House Pictures']"
446894,Smallfoot,9/20/2018,"['Family', 'Animation', 'Adventure', 'Fantasy']",English,6.8,1368,16.655,80000000,"['Warner Animation Group', 'Warner Bros. Pictures', 'Zaftig Films']"
9032,Big Daddy,6/25/1999,"['Comedy', 'Drama']",English,6.5,2917,19.646,34200000,['Columbia Pictures']
37821,Killers,6/4/2010,"['Action', 'Comedy', 'Thriller', 'Romance']",English,5.9,2004,19.697,75000000,"['Katalyst Films', 'Lionsgate', 'Aversano Films']"
16866,Planet 51,11/19/2009,"['Animation', 'Family', 'Comedy', 'Science Fiction', 'Adventure']",English,5.8,1819,19.896,70000000,"['Ilion Animation Studios', 'Hand Made Films']"
508,Love Actually,9/7/2003,"['Comedy', 'Romance', 'Drama']",English,7.1,5905,19.095,40000000,"['Working Title Films', 'DNA Films', 'Universal Pictures', 'StudioCanal']"
1084242,Zootopia 2,,"['Animation', 'Comedy', 'Family']",English,0,0,16.894,0,"['Walt Disney Animation Studios', 'Walt Disney Pictures']"
10185,The Midnight Meat Train,8/7/2008,"['Horror', 'Mystery', 'Fantasy']",English,6.1,931,15.396,15000000,"['Lakeshore Entertainment', 'Lions Gate Films', 'Midnight Picture Show', 'GreeneStreet Films']"
287003,Avatar: Scene Deconstruction,12/18/2009,['Documentary'],English,6.9,38,17.035,0,[]
204436,Jack and the Cuckoo-Clock Heart,2/5/2014,"['Animation', 'Romance', 'Adventure', 'Drama', 'Fantasy']",French,7.2,628,17.647,33746302,"['EuropaCorp', 'Duran', 'France 3 Cinéma', 'Canal+', 'Ciné+', 'Fonds Film in Vlaanderen', 'France Télévisions', 'La Région Île-de-France', 'Screen Flanders', 'uFilm', 'uFund', 'uMedia Family', 'Vlaams Agentschap Ondernemen', 'Vlaanderen in Actie', 'Walking The Dog']"
221,Rebel Without a Cause,10/29/1955,['Drama'],English,7.6,1394,17.143,1500000,['Warner Bros. Pictures']
213927,Born to Race: Fast Track,3/20/2014,['Action'],English,6.6,86,16.726,0,"['Soundscape Media', 'American Cinema International', 'ESX Productions']"
7345,There Will Be Blood,12/26/2007,['Drama'],English,8.1,5683,18.794,25000000,"['Paramount Vantage', 'Miramax', 'Ghoulardi Film Company']"
619168,Soldier Boy,2/22/2019,"['War', 'Drama']",Russian,7.9,12,26.989,0,"['ДжемСтудия', 'Mosfilm']"
306819,The Danish Girl,11/27/2015,['Drama'],English,7.6,5409,15.148,15000000,"['Pretty Pictures', 'Working Title Films', 'Artémis Productions', 'Shelter Productions', 'Senator Global Productions', 'ReVision Pictures']"
310119,Last Days in the Desert,5/13/2016,"['Adventure', 'Drama', 'History']",English,5.7,146,15.647,0,"['Ironwood Entertainment', 'Mockingbird Pictures', 'Division Films']"
9486,Johnny English,3/14/2003,"['Adventure', 'Action', 'Comedy']",English,6.3,3044,18.092,40000000,['Working Title Films']
26502,7 Men from Now,8/4/1956,['Western'],English,6.9,88,18.032,0,['Batjac Productions']
10030,Good Luck Chuck,9/21/2007,"['Comedy', 'Romance']",English,5.9,1319,17.393,25000000,"['Milestone Entertainment', 'Lionsgate', 'Karz Entertainment', 'Alberta Film Development Program of the Alberta Government', 'Chuck Productions']"
399300,The Bodyguard,7/15/2016,['Action'],Chinese,6.6,72,15.306,0,[]
284303,Goodnight Mommy,10/7/2014,"['Horror', 'Drama', 'Thriller', 'Mystery']",German,6.7,1390,17.395,0,"['Koch Media', 'Ulrich Seidl Filmproduktion', 'Radius Productions', 'Filmfonds Wien', 'Filmstandort Austria (FISA)', 'OFI', 'ORF']"
643532,The Card Counter,9/3/2021,"['Crime', 'Thriller', 'Drama']",English,6.2,749,17.919,0,"['Focus Features', 'LB Entertainment', 'Astrakan Films AB', 'Bona Film Group', 'Convergent Media', 'Enriched Media Group', 'HanWay Films', 'One Two Twenty Entertainment', 'Redline Entertainment']"
11077,Problem Child,7/27/1990,"['Comedy', 'Family']",English,6,710,17.139,10000000,"['Universal Pictures', 'Imagine Entertainment']"
288418,Affair,7/24/2014,"['Romance', 'Drama']",Korean,5.3,4,17.514,0,[]
9665,Glory,12/15/1989,"['Drama', 'History', 'War']",English,7.5,1356,19.589,18000000,"['Freddie Fields Productions', 'TriStar Pictures']"
587272,Father There Is Only One,8/2/2019,['Comedy'],Spanish,7.7,646,17.651,3400000,"['Bowfinger', 'MAMA SE FUE DE VIAJE LA PELICULA, A.I.E.', 'Sony Pictures International Productions']"
8617,Prom Night,4/10/2008,"['Horror', 'Crime', 'Drama']",English,5,624,18.39,0,"['Alliance Films', 'Original Film', 'Newmarket Films', 'Miramax', 'Screen Gems']"
1656,The Legend of Zorro,10/24/2005,"['Action', 'Adventure', 'Western']",English,6.1,2591,20.84,75000000,"['Amblin Entertainment', 'Columbia Pictures']"
1825,Over the Top,2/13/1987,"['Action', 'Drama']",English,6.3,1441,18.638,25000000,"['Cannon Group', 'Warner Bros. Pictures', 'Golan-Globus Productions']"
874299,South Park: Post COVID,11/25/2021,"['Animation', 'Comedy', 'TV Movie']",English,7.3,218,20.422,0,['MTV Entertainment Studios']
449664,Escape Room,9/14/2017,"['Horror', 'Thriller']",English,4.5,640,18.345,0,['Universum Film']
959558,Moloch,5/19/2022,['Horror'],Dutch,5.9,84,26.939,0,['NL Film en TV']
22907,Takers,8/26/2010,"['Action', 'Crime', 'Drama', 'Thriller']",English,6.2,1110,20.089,32000000,"['Rainforest Entertainment', 'Screen Gems', 'Grand Hustle Films']"
1006381,Intergalactic Meeting,9/22/2022,"['Adventure', 'Science Fiction', 'Comedy']",Portuguese,5.5,3,11.544,0,['Clube Filmes']
51608,The Man from Nowhere,8/4/2010,"['Action', 'Thriller', 'Crime']",Korean,7.7,1115,18.238,1255000,"['Opus Pictures', 'CJ Entertainment']"
571346,American Kamasutra,12/13/2018,"['Drama', 'Romance']",English,4.6,34,16.299,0,['Plausible Films']
537560,The Last of Us - No Escape,1/12/2017,"['Action', 'Horror']",English,5.3,6,14.07,0,['POCKET SQUARE']
839678,Unhuman,6/3/2022,"['Horror', 'Comedy']",English,5.5,94,16.258,0,"['Blumhouse Productions', 'Epix']"
754934,Son,3/18/2021,"['Horror', 'Thriller']",English,6,232,16.655,0,"['Belladonna Productions', 'Elastic Film', 'Park Films']"
20829,Funny People,7/30/2009,"['Comedy', 'Drama']",English,5.9,1133,13.884,75000000,"['Columbia Pictures', 'Universal Pictures', 'Relativity Media', 'Apatow Productions', 'Madison 23', 'Happy Madison Productions']"
852881,Pretty Young Sister 4,1/15/2021,"['Drama', 'Romance']",Korean,10,1,17.342,0,[]
209964,Porno,7/27/2013,['Drama'],Tagalog,5.8,35,19.185,0,"['Cinemalaya Foundation', 'Phoenix Features', 'CMB Film Services']"
26505,Arthur and the Revenge of Maltazard,11/26/2009,"['Adventure', 'Fantasy', 'Animation', 'Family']",French,5.7,1546,17.133,87000000,"['Apipoulaï', 'Avalanche Productions', 'Sofica EuropaCorp', 'EuropaCorp', 'Canal+', 'TF1 Films Production']"
460793,Olaf's Frozen Adventure,10/27/2017,"['Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy']",English,6.4,1337,18.888,0,['Walt Disney Pictures']
610209,There Is a Japanese Woman in My Room,2/12/2019,"['Drama', 'Romance']",Korean,4.7,5,25.675,0,['(주)엔트리미디어']
718032,Licorice Pizza,11/26/2021,"['Drama', 'Comedy']",English,7,1765,18.314,40000000,"['Ghoulardi Film Company', 'Bron Studios', 'Focus Features', 'Metro-Goldwyn-Mayer']"
625450,Tall Girl,9/13/2019,"['Comedy', 'Drama', 'Romance']",English,6.4,1737,16.142,0,['Wonderland Sound and Vision']
116946,The Wailer,6/20/2006,['Horror'],Spanish,6.9,69,15.201,250,"['Laguna Productions', 'Skyline Films']"
241,Natural Born Killers,8/25/1994,"['Crime', 'Thriller', 'Drama']",English,7.1,2995,18.629,34000000,"['J D Productions', 'Regency Enterprises', 'Alcor Films', 'Ixtlan', 'New Regency Pictures', 'Warner Bros. Pictures']"
10829,Tremors 3: Back to Perfection,10/2/2001,"['Action', 'Comedy', 'Horror', 'Science Fiction', 'Thriller']",English,5.8,532,14.629,6000000,"['Stampede Entertainment', 'Universal Pictures']"
15854,Kung Fu Panda: Secrets of the Furious Five,11/8/2008,"['Animation', 'Family', 'Action']",English,6.7,357,15.63,0,['DreamWorks Animation']
445030,No Game No Life: Zero,7/15/2017,"['Animation', 'Action', 'Drama']",Japanese,7.9,318,21.136,0,['Madhouse']
356305,Why Him?,12/22/2016,['Comedy'],English,6.4,3775,19.334,38000000,"['21 Laps Entertainment', 'TSG Entertainment', '20th Century Fox', 'Red Hour']"
13497,Drumline,12/13/2002,"['Drama', 'Romance', 'Comedy', 'Music']",English,6.9,427,14.127,20000000,['Fox 2000 Pictures']
22620,Scooby-Doo! The Mystery Begins,9/12/2009,"['Mystery', 'Comedy', 'Fantasy']",English,6.4,603,17.228,0,['Warner Premiere']
561974,Dino King: Journey to Fire Mountain,12/25/2019,"['Animation', 'Adventure']",Korean,7.8,99,12.109,0,"['Dream Search Contents and Company co.Ltd', 'Korea Educational Broadcasting System (EBS)', 'Next Entertainment World']"
517764,The Farm,4/19/2019,['Horror'],English,5.3,218,14.637,0,['Hans Stjernswärd Film Production']
334298,Monster Hunt,7/16/2015,"['Comedy', 'Fantasy', 'Adventure']",Chinese,6.4,301,17.879,0,['EDKO Films']
315099,The Love That is Wrong,1/21/1993,"['Drama', 'Thriller']",cn,10,1,18.154,0,[]
13335,Harold & Kumar Escape from Guantanamo Bay,4/25/2008,"['Comedy', 'Adventure']",English,6.3,1279,19.676,12000000,"['New Line Cinema', 'Kingsgate Films', 'Mandate Pictures', 'Mandate International']"
227783,The Nut Job,1/17/2014,"['Animation', 'Comedy', 'Family', 'Adventure']",English,5.8,854,16.878,42000000,"['Open Road Films', 'Gulfstream Pictures', 'Redrover', 'ToonBox Entertainment']"
829503,Gigi & Nate,9/2/2022,['Drama'],English,7.6,22,15.111,0,['Tempo Productions Limited']
371608,The Strangers: Prey at Night,3/7/2018,['Horror'],English,5.6,1180,17.882,12500000,"['Aviron Pictures', 'White Comet Films', 'Bloom', 'Rogue Pictures', 'The Fyzz', 'SoundNode']"
621013,Chemical Hearts,8/21/2020,"['Drama', 'Romance']",English,7.4,1030,23.041,0,"['Page Fifty-Four Pictures', 'Awesomeness Films', 'Big Indie Pictures', 'Metro-Goldwyn-Mayer', 'Amazon Studios']"
1024627,The System,10/28/2022,"['Action', 'Crime', 'Thriller']",English,8.1,46,20.352,0,"['BondIt Media Capital', 'Buffalo 8 Productions']"
437109,The Villainess,6/8/2017,"['Action', 'Drama', 'Crime', 'Thriller', 'Adventure']",Korean,6.8,569,17.131,125000,"['Apeitda', 'Next Entertainment World', 'Contents Panda']"
143,All Quiet on the Western Front,4/29/1930,"['Drama', 'War']",English,7.8,653,18.622,1448864,['Universal Pictures']
449574,Godzilla: Planet of the Monsters,11/17/2017,"['Action', 'Science Fiction', 'Animation']",Japanese,6.3,409,19.879,0,"['Polygon Pictures', 'TOHO']"
13394,Shrek the Halls,11/28/2007,"['Adventure', 'Animation', 'Comedy', 'Fantasy', 'Family']",English,6.3,721,18.373,60000000,"['DreamWorks Animation', 'Pacific Data Images']"
11114,Pete's Dragon,11/3/1977,"['Fantasy', 'Animation', 'Comedy', 'Family']",English,6.4,602,15.071,10000000,['Walt Disney Productions']
920143,The Trip 6,12/25/2021,['Comedy'],Spanish,6.9,71,14.722,0,"['Caracol Televisión', 'Dago García Producciones']"
157841,The Young and Prodigious T.S. Spivet,10/16/2013,"['Adventure', 'Drama', 'Family']",English,6.8,651,20.624,33000000,"['Epithète Films', 'Cross Creek Pictures', 'Tapioca Films']"
8914,Deep Blue Sea,7/28/1999,"['Action', 'Horror', 'Science Fiction']",English,5.9,2131,13.121,60000000,"['Riche-Ludwig Productions', 'Village Roadshow Pictures', 'Groucho III Film Partnership', 'Warner Bros. Pictures']"
740985,Borat Subsequent Moviefilm,10/23/2020,['Comedy'],English,6.5,2165,18.139,0,"['Amazon Studios', 'Four by Two Films', 'Oak Springs Productions']"
21422,Detective Conan: The Time Bombed Skyscraper,4/19/1997,"['Adventure', 'Mystery', 'Animation']",Japanese,7.3,191,16.871,0,"['TOHO', 'Kyokuichi-Tokyo Movie']"
290250,The Nice Guys,5/15/2016,"['Comedy', 'Crime', 'Action']",English,7.1,6995,19.975,50000000,"['Silver Pictures', 'Waypoint Entertainment', 'Bloom', 'Warner Bros. Pictures']"
716263,Sister-in-law's Taste,6/10/2020,"['Drama', 'Romance']",Korean,5.5,4,16.253,0,[]
499753,Sister-in-law's Seduction,7/6/2017,['Romance'],Korean,0,0,17.876,0,[]
50087,Pokémon: Zoroark - Master of Illusions,7/10/2010,"['Family', 'Animation', 'Adventure', 'Fantasy']",Japanese,6.8,179,17.371,0,"['East Japan Marketing & Communications', 'OLM', 'Pikachu Project', 'Shogakukan-Shueisha Productions', 'TV Tokyo', 'The Pokémon Company', 'Shogakukan', 'Media Factory', 'TakaraTomy']"
284427,Who Am I,9/25/2014,['Thriller'],German,7.6,1345,20.872,0,"['Seven Pictures', 'Deutsche Columbia Pictures Filmproduktion', 'Wiedemann & Berg Film']"
12113,Body of Lies,10/9/2008,"['Action', 'Drama', 'Thriller']",English,6.6,2662,18.869,70000000,"['Scott Free Productions', 'De Line Pictures', 'Warner Bros. Pictures']"
382614,The Book of Henry,6/16/2017,"['Drama', 'Crime', 'Thriller']",English,7.5,1196,11.625,10000000,"['Sidney Kimmel Entertainment', 'Double Nickel Entertainment']"
251519,Son of Batman,5/13/2014,"['Animation', 'Action', 'Adventure']",English,7,914,17.071,0,"['DC Comics', 'DC Entertainment', 'Warner Bros. Animation', 'Warner Premiere']"
