id,title,release_date,genres,original_language,vote_average,vote_count,popularity,budget,production_companies
893370,Virus:32,4/21/2022,['Horror'],Spanish,6.9,207,51.652,0,"['Latido Films', 'Aeroplano Cine', 'Mother Superior']"
271110,Captain America: Civil War,4/27/2016,"['Adventure', 'Action', 'Science Fiction']",English,7.4,21061,69.108,250000000,['Marvel Studios']
39107,Dragon Ball Z: Fusion Reborn,3/4/1995,"['Animation', 'Action', 'Fantasy', 'Science Fiction']",Japanese,7.4,696,47.346,0,"['Toei Company', 'Bird Studios', 'Toei Animation']"
744,Top Gun,5/16/1986,"['Romance', 'Drama', 'Action']",English,7,7325,67.992,15000000,"['Paramount', 'Don Simpson/Jerry Bruckheimer Films']"
899082,Harry Potter 20th Anniversary: Return to Hogwarts,1/1/2022,['Documentary'],English,7.3,2928,61.726,0,"['Pulse Films', 'Warner Horizon Unscripted & Alternative Television', 'Casey Patterson Entertainment']"
427641,Rampage,4/11/2018,"['Action', 'Adventure', 'Science Fiction']",English,6.4,6320,70.343,120000000,"['Wrigley Pictures', 'New Line Cinema', '7 Bucks Entertainment', 'ASAP Entertainment', 'Flynn Picture Company', 'Twisted Media']"
1110918,"Soltera, casada, viuda, divorciada",4/20/2023,['Comedy'],Spanish,2,1,56.102,0,"['La Soga Producciones', 'BF Distribution']"
567189,Tom Clancy's Without Remorse,4/29/2021,"['Adventure', 'Action', 'Thriller', 'War']",English,7,2163,54.472,0,"['Weed Road Pictures', 'Outlier Society Productions', 'The Saw Mill']"
878183,The Independent,11/2/2022,"['Thriller', 'Drama']",English,7.3,79,59.515,0,"['Park Pictures Features', 'Revelations Entertainment', 'The Exchange', 'Anonymous Content']"
98566,Teenage Mutant Ninja Turtles,8/7/2014,"['Science Fiction', 'Action', 'Adventure', 'Comedy']",English,5.9,6219,67.107,125000000,"['Nickelodeon Movies', 'Paramount', 'Platinum Dunes', 'Mirage Studios']"
846778,Margaux,9/9/2022,"['Horror', 'Science Fiction']",English,6.8,80,54.646,0,"['Motion Picture Corporation of America', 'Brad Krevoy Television', 'Lighthouse Pictures']"
143310,Flower and Snake 4: White Uniform Rope Slave,12/6/1986,"['Thriller', 'Drama']",Japanese,5.3,13,58.656,0,['Nikkatsu Corporation']
417859,Puss in Boots,10/27/2011,"['Comedy', 'Fantasy', 'Animation', 'Romance', 'Adventure', 'Family']",English,6.5,3341,55.134,130000000,"['DreamWorks Animation', 'Paramount']"
9023,Spirit: Stallion of the Cimarron,5/24/2002,"['Western', 'Animation', 'Adventure', 'Comedy', 'Family', 'Drama']",English,7.7,4135,57.915,80000000,"['DreamWorks Animation', 'DreamWorks Pictures']"
102899,Ant-Man,7/14/2015,"['Science Fiction', 'Action', 'Adventure']",English,7.1,18288,63.269,130000000,['Marvel Studios']
928270,Heatwave,1/17/2022,['Thriller'],English,6.9,93,60.741,0,"['All Canadian Entertainment', 'Motion Picture Corporation of America', 'Brad Krevoy Television']"
675025,The Inevitable Death of the Crab,1/29/2022,['Thriller'],Spanish,8.3,3,56.334,0,['Azmun Films']
798544,Summer Ghost,11/12/2021,"['Animation', 'Drama', 'Mystery', 'Fantasy']",Japanese,7.2,80,63.636,0,"['FLAT STUDIO', 'avex pictures']"
899294,Frank and Penelope,6/3/2022,"['Thriller', 'Horror', 'Crime']",English,7.7,80,57.904,0,[]
335984,Blade Runner 2049,10/4/2017,"['Science Fiction', 'Drama']",English,7.5,11804,67.092,150000000,"['Torridon Films', '16:14 Entertainment', 'Scott Free Productions', 'Columbia Pictures', 'Alcon Entertainment', 'Thunderbird Entertainment', 'Warner Bros. Pictures']"
846956,Rogue Agent,8/12/2022,"['Thriller', 'Drama']",English,6.3,104,51.503,0,"['Night Train Media', 'Great Point Media', 'Split Prism Media', 'Ahinga Media', 'Rabbit Track Pictures']"
9407,Red Corner,10/30/1997,"['Crime', 'Drama', 'Thriller']",English,6.2,300,56.175,48000000,"['Avnet/Kerner Productions', 'Metro-Goldwyn-Mayer']"
864370,Incantation,3/18/2022,['Horror'],Chinese,6.9,457,47.906,0,"['Monkey Movies', 'Moonshine Animation', 'Kaohsiung Film Fund']"
13186,Wrong Turn 2: Dead End,8/25/2007,"['Horror', 'Thriller']",English,6,1169,64.152,4000000,"['20th Century Fox', 'Summit Entertainment', 'Constantin Film']"
140300,Kung Fu Panda 3,1/23/2016,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family']",English,6.9,5140,60.091,145000000,"['Pearl Studio', 'DreamWorks Animation', 'China Film Group Corporation', '20th Century Fox']"
335983,Venom,9/28/2018,"['Science Fiction', 'Action']",English,6.8,14350,58.375,116000000,"['Matt Tolmach Productions', 'Pascal Pictures', 'Marvel Entertainment', 'Tencent Pictures', 'Avi Arad Productions']"
408,Snow White and the Seven Dwarfs,12/21/1937,"['Fantasy', 'Animation', 'Family']",English,7.1,6645,61.616,1488423,['Walt Disney Productions']
497,The Green Mile,12/10/1999,"['Fantasy', 'Drama', 'Crime']",English,8.5,15357,67.506,60000000,"['Castle Rock Entertainment', 'Darkwoods Productions', 'Warner Bros. Pictures']"
626872,Emergency Declaration,8/3/2022,"['Action', 'Drama', 'Mystery', 'Thriller']",Korean,7.7,227,70.647,18052672,"['C-JeS Entertainment', 'MAGNUM9', 'Cine Joo', 'Dexter Studios']"
477462,The Twin,4/6/2022,"['Horror', 'Mystery']",English,6,149,54.638,2620000,['Don Films']
335797,Sing,11/23/2016,"['Animation', 'Comedy', 'Family', 'Music']",English,7.1,7280,59.845,75000000,"['Illumination', 'Universal Pictures', 'Fuji Television Network', 'dentsu']"
921360,Wire Room,9/2/2022,"['Action', 'Crime', 'Thriller']",English,6.6,128,53.661,0,[]
985335,Girl at the Window,8/18/2022,"['Thriller', 'Horror']",English,6.3,42,53.15,0,['F.G. Film Productions']
270946,Penguins of Madagascar,11/22/2014,"['Family', 'Animation', 'Adventure', 'Comedy']",English,6.5,3697,58.482,132000000,"['DreamWorks Animation', 'Pacific Data Images', '20th Century Fox']"
14574,The Boy in the Striped Pyjamas,5/7/2008,"['War', 'Drama', 'History']",English,7.8,6350,56.249,12500000,"['BBC Film', 'Miramax', 'Heyday Films']"
1579,Apocalypto,12/7/2006,"['Action', 'Drama', 'History']",English,7.5,4850,55.197,40000000,"['Icon Entertainment International', 'Icon Productions', 'Touchstone Pictures']"
75258,Secret of the Wings,8/17/2012,"['Animation', 'Family', 'Fantasy', 'Adventure']",English,7.2,1061,55.447,0,"['DisneyToon Studios', 'Prana Animation Studios']"
968857,Looks Can Kill,2/1/2022,['Thriller'],English,4.6,14,53.729,0,['Jagged Edge Productions']
884971,Goliath,3/9/2022,['Thriller'],French,6.9,270,62.462,0,"['GapBusters', 'A Single Man Productions']"
45612,Source Code,3/30/2011,"['Thriller', 'Science Fiction', 'Mystery']",English,7.3,7466,79.371,32000000,"['The Mark Gordon Company', 'Vendôme Pictures', 'Summit Entertainment', 'StudioCanal', ""Mel's Cite du Cinema""]"
363088,Ant-Man and the Wasp,7/4/2018,"['Action', 'Adventure', 'Science Fiction']",English,7,12141,58.705,140000000,['Marvel Studios']
49051,The Hobbit: An Unexpected Journey,11/26/2012,"['Adventure', 'Fantasy', 'Action']",English,7.3,17004,55.988,250000000,"['Warner Bros. Pictures', 'Metro-Goldwyn-Mayer', 'New Line Cinema', 'WingNut Films']"
508442,Soul,12/25/2020,"['Animation', 'Family', 'Comedy', 'Fantasy', 'Drama']",English,8.2,9058,69.883,150000000,"['Walt Disney Pictures', 'Pixar']"
838484,Choose or Die,4/15/2022,"['Horror', 'Thriller', 'Science Fiction']",English,5.4,616,54.521,0,"['Anton', 'Stigma Films']"
1023803,The Hip Hop Nutcracker,11/25/2022,['Music'],English,5.7,17,50.841,0,['Done+Dusted']
747803,One Way,9/2/2022,"['Action', 'Crime', 'Thriller']",English,6.2,97,62.688,0,"['Highland Film Group', 'Bay Point Media', '23ten', 'Particular Crowd', 'Streamline Global', 'Thomasville Pictures', 'Ignition Film Productions', 'Source Management + Production', 'Short Porch Pictures', 'Baird Film']"
614934,Elvis,6/22/2022,"['Drama', 'Music', 'History']",English,7.6,2559,55.551,85000000,"['Bazmark Films', 'The Jackal Group', 'Warner Bros. Pictures', 'Fin Design & Effects']"
13811,Knowing,3/19/2009,"['Action', 'Mystery', 'Science Fiction', 'Thriller']",English,6.2,4728,58.184,50000000,"['Summit Entertainment', 'Escape Artists', 'Mystery Clock Cinema', 'Kaplan/Perrone Entertainment', 'Wintergreen Productions', 'Goldcrest']"
561,Constantine,2/8/2005,"['Fantasy', 'Action', 'Horror']",English,7,6273,55.166,100000000,"['Village Roadshow Pictures', 'Lonely Film Productions GmbH & Co. KG.', ""The Donners' Company"", 'Batfilm Productions', 'Weed Road Pictures', 'Warner Bros. Pictures', '3 Arts Entertainment', 'DC Vertigo']"
957174,Za gyakutai: Nyotai ikedori-hen,7/18/1987,[],Japanese,6.5,1,62.096,0,['Orient 21']
23823,Wrong Turn 3: Left for Dead,10/20/2009,"['Horror', 'Thriller']",English,5.6,982,61.9,3000000,"['Constantin Film', 'Summit Entertainment']"
260513,Incredibles 2,6/14/2018,"['Action', 'Adventure', 'Animation', 'Family']",English,7.5,11746,52.103,200000000,"['Walt Disney Pictures', 'Pixar']"
11688,The Emperor's New Groove,12/15/2000,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",English,7.5,5907,66.04,100000000,"['Walt Disney Pictures', 'Walt Disney Feature Animation']"
82702,How to Train Your Dragon 2,6/5/2014,"['Fantasy', 'Action', 'Adventure', 'Animation', 'Comedy', 'Family']",English,7.7,8705,57.463,145000000,"['DreamWorks Animation', 'Mad Hatter Entertainment', 'Vertigo Entertainment', '20th Century Fox']"
1001865,Scrooge: A Christmas Carol,11/18/2022,"['Animation', 'Family', 'Fantasy']",English,6.8,351,54.495,0,"['Timeless Films', 'Axis Studios']"
512200,Jumanji: The Next Level,12/4/2019,"['Adventure', 'Comedy', 'Fantasy']",English,6.9,7659,96.9,125000000,"['Columbia Pictures', 'Seven Bucks Productions', 'Matt Tolmach Productions', 'The Detective Agency']"
11970,Hercules,6/20/1997,"['Animation', 'Family', 'Fantasy', 'Adventure', 'Comedy', 'Romance']",English,7.5,6614,55.049,85000000,"['Walt Disney Pictures', 'Walt Disney Feature Animation']"
86493,She Devils of the SS,1/1/1973,"['Drama', 'War']",German,4.4,34,41.337,0,['Elite Film']
351286,Jurassic World: Fallen Kingdom,6/22/2018,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",English,6.5,10134,56.219,170000000,"['Amblin Entertainment', 'Universal Pictures']"
150689,Cinderella,3/12/2015,"['Romance', 'Fantasy', 'Family', 'Drama']",English,6.8,6538,55.735,95000000,"['Walt Disney Pictures', 'Genre Films', 'Beagle Pug Films', 'Allison Shearmur Productions']"
1063422,The Strays,2/17/2023,['Thriller'],English,5.5,250,49.225,0,"['Air Street Films', 'The Bureau']"
917007,Bed Rest,12/8/2022,['Horror'],English,6.1,22,54.307,0,['STX Entertainment']
958340,Of an Age,2/10/2023,"['Drama', 'Romance']",English,7.1,15,45.183,0,['Causeway Films']
588108,Hansan: Rising Dragon,7/27/2022,"['Action', 'History', 'Drama', 'War']",Korean,7.1,28,64.858,0,"['Lotte Entertainment', 'Big Stone Pictures']"
1108258,Kings of Mulberry Street: Let Love Reign,4/7/2023,"['Comedy', 'Drama', 'Adventure']",English,5.8,6,50.782,0,[]
283366,Miss Peregrine's Home for Peculiar Children,9/27/2016,"['Fantasy', 'Adventure', 'Family', 'Drama']",English,6.8,9192,90.194,110000000,"['Big Screen Productions', 'Chernin Entertainment', 'Tim Burton Productions', 'SCOPE Pictures', 'TSG Entertainment', 'Ingenious Media', '20th Century Fox', 'St. Petersburg Clearwater Film Commision']"
122,The Lord of the Rings: The Return of the King,12/1/2003,"['Adventure', 'Fantasy', 'Action']",English,8.5,21539,65.571,94000000,"['New Line Cinema', 'WingNut Films', 'The Saul Zaentz Company']"
37135,Tarzan,6/18/1999,"['Family', 'Adventure', 'Animation', 'Drama']",English,7.4,6057,59.607,130000000,"['Walt Disney Pictures', 'Edgar Rice Burroughs Inc.', 'Walt Disney Feature Animation']"
260346,Taken 3,12/16/2014,"['Thriller', 'Action']",English,6.2,5213,49.202,48000000,"['EuropaCorp', 'Grive Productions', 'M6', 'TSG Entertainment', '20th Century Fox', 'Fox International Productions', 'Canal+', 'Ciné+']"
1001835,Wifelike,8/12/2022,"['Science Fiction', 'Mystery', 'Thriller']",English,7.3,131,64.756,0,"['Steven Paul Production', 'Wonder Street', 'Front Street Pictures']"
778552,The Penitent Thief,2/25/2021,['Drama'],English,6.2,20,62.557,0,[]
9806,The Incredibles,10/27/2004,"['Action', 'Adventure', 'Animation', 'Family']",English,7.7,16188,57.084,92000000,"['Pixar', 'Walt Disney Pictures']"
722149,Luther: The Fallen Sun,2/24/2023,['Crime'],English,6.8,569,63.043,0,"['Chernin Entertainment', 'BBC Film', 'BBC Studios']"
820511,Ripper Untold,6/28/2021,['Horror'],English,6.2,119,44.453,0,"['Creativ Studios', 'High Fliers Films']"
603,The Matrix,3/30/1999,"['Action', 'Science Fiction']",English,8.2,23140,57.324,63000000,"['Village Roadshow Pictures', 'Groucho II Film Partnership', 'Silver Pictures', 'Warner Bros. Pictures']"
366644,The Guardian Brothers,6/25/2015,"['Animation', 'Family', 'Fantasy']",Chinese,5.8,128,48.42,10000000,"['Light Chaser Animation Studios', 'The Weinstein Company', 'Alibaba Pictures Group']"
904039,Madagascar: A Little Wild Holiday Goose Chase,11/26/2021,"['Animation', 'Comedy', 'Family']",English,6.3,15,43.88,0,[]
9453,Caligula,8/14/1979,"['Drama', 'History', 'Romance']",English,6,660,64.895,17500000,"['Penthouse Films International', 'Felix Cinematorgrafica']"
404368,Ralph Breaks the Internet,11/20/2018,"['Family', 'Animation', 'Comedy', 'Adventure']",English,7.2,6768,55.242,175000000,"['Walt Disney Pictures', 'Walt Disney Animation Studios']"
225886,Sex Tape,7/17/2014,['Comedy'],English,5.4,3800,58.584,40000000,"['Escape Artists', 'LStar Capital', 'MRC', 'Sony Pictures']"
680,Pulp Fiction,9/10/1994,"['Thriller', 'Crime']",English,8.5,25104,59.938,8000000,"['Miramax', 'A Band Apart', 'Jersey Films']"
1098239,"Tango, Tequila and Some Lies",3/9/2023,"['Comedy', 'Romance']",Spanish,7.3,62,52.509,0,['Traziende Films']
181812,Star Wars: The Rise of Skywalker,12/18/2019,"['Adventure', 'Action', 'Science Fiction']",English,6.4,8722,54.33,250000000,"['Lucasfilm Ltd.', 'Bad Robot']"
32657,Percy Jackson & the Olympians: The Lightning Thief,2/1/2010,"['Adventure', 'Fantasy', 'Family']",English,6.2,6796,53.766,95000000,"['1492 Pictures', 'Sunswept Entertainment', 'Dune Entertainment']"
884363,Togo,10/5/2022,"['Crime', 'Drama']",Spanish,6.6,60,56.449,0,"['Trailer Films', 'La Expresión del Deseo']"
550,Fight Club,10/15/1999,"['Drama', 'Thriller', 'Comedy']",English,8.4,26349,58.66,63000000,"['Regency Enterprises', 'Fox 2000 Pictures', 'Taurus Film', 'Atman Entertainment', 'Knickerbocker Films', 'The Linson Company', '20th Century Fox']"
496243,Parasite,5/30/2019,"['Comedy', 'Thriller', 'Drama']",Korean,8.5,15673,70.397,11363000,['Barunson E&A']
581528,"The Gangster, the Cop, the Devil",5/15/2019,"['Crime', 'Action', 'Adventure']",Korean,7.8,740,56.046,0,"['Acemaker Movieworks', 'BA Entertainment', 'Kiwi Media Group', 'B&C CONTENT']"
772446,Don't Open the Door,11/30/2022,['Horror'],Spanish,7.2,27,56.703,0,[]
74,War of the Worlds,6/28/2005,"['Adventure', 'Thriller', 'Science Fiction']",English,6.5,7478,48.018,132000000,"['Paramount', 'Amblin Entertainment', 'Cruise/Wagner Productions', 'DreamWorks Pictures']"
632727,Texas Chainsaw Massacre,2/18/2022,"['Horror', 'Thriller']",English,5.2,1140,48.699,20000000,"['Legendary Pictures', 'Bad Hombre Films', 'Exurbia Films', 'Good Universe']"
1008779,The princess,2/1/2022,['Action'],Spanish,7.3,87,59.903,0,['Cine Latino']
703771,Deathstroke: Knights & Dragons - The Movie,8/4/2020,"['Animation', 'Action', 'Adventure', 'Science Fiction']",English,7,400,65.02,0,"['Warner Bros. Animation', 'Blue Ribbon Content', 'Berlanti Productions', 'DC Entertainment']"
919873,Arctic Void,1/14/2022,"['Science Fiction', 'Thriller']",English,5.3,22,52.689,0,['Level 33 Entertainment']
87584,Celebrity Sex Tape,2/2/2012,['Comedy'],English,4.5,58,65.732,0,['The Asylum']
798286,Beau Is Afraid,4/14/2023,"['Comedy', 'Adventure', 'Fantasy']",English,7.3,175,61.304,35000000,"['A24', 'Square Peg', 'IPR.VC', 'Access Entertainment']"
50620,The Twilight Saga: Breaking Dawn - Part 2,11/13/2012,"['Adventure', 'Fantasy', 'Drama', 'Romance']",English,6.5,8186,57.869,120000000,"['Summit Entertainment', 'Temple Hill Entertainment', 'Sunswept Entertainment', 'Lionsgate']"
343668,Kingsman: The Golden Circle,9/20/2017,"['Action', 'Adventure', 'Comedy']",English,7,9275,69.81,104000000,"['20th Century Fox', 'Marv Films', 'Cloudy Productions', 'TSG Entertainment', 'Shangri-La Entertainment']"
951368,Your Boyfriend Is Mine,3/19/2022,"['Thriller', 'TV Movie', 'Action']",English,6.8,45,58.091,0,"['Storyteller Studios', 'Reel One Entertainment', 'Lifetime']"
175112,Tinker Bell and the Pirate Fairy,2/13/2014,"['Animation', 'Family']",English,6.9,868,46.15,0,['DisneyToon Studios']
141052,Justice League,11/15/2017,"['Action', 'Adventure', 'Science Fiction']",English,6.1,12000,55.898,300000000,"['RatPac Entertainment', 'Cruel & Unusual Films', 'Atlas Entertainment', 'Warner Bros. Pictures', 'DC Films']"
474350,It Chapter Two,9/4/2019,"['Horror', 'Fantasy']",English,6.9,7683,64.748,79000000,"['New Line Cinema', 'Vertigo Entertainment', 'Double Dream', 'Rideback']"
634429,Shin Ultraman,5/13/2022,"['Drama', 'Action', 'Science Fiction']",Japanese,7.1,77,62.294,5900000,"['Tsuburaya Productions', 'TOHO', 'khara', 'Cine Bazar']"
49026,The Dark Knight Rises,7/16/2012,"['Action', 'Crime', 'Drama', 'Thriller']",English,7.8,20773,57.553,250000000,"['Syncopy', 'Legendary Pictures', 'DC Entertainment', 'Warner Bros. Pictures']"
11052,Yu-Gi-Oh! The Movie,8/13/2004,"['Animation', 'Fantasy', 'Action', 'Science Fiction']",English,6.1,291,45.145,20000000,"['Shueisha', 'Gallop', 'TV Tokyo', 'NAS', '4Kids Entertainment']"
39145,Dragon Ball: Sleeping Princess in Devil's Castle,7/18/1987,"['Action', 'Animation']",Japanese,6.5,212,49.636,0,['Toei Animation']
52001,Citadel,3/11/2012,"['Drama', 'Horror', 'Thriller']",English,5.4,135,60.883,0,"['Blinder Films', 'Sigma Films Ltd.', 'Screen Ireland']"
882569,Guy Ritchie's The Covenant,4/19/2023,"['Action', 'Drama', 'War']",English,8.2,22,65.809,55000000,"['STX Entertainment', 'Toff Guy Films']"
531219,Roald Dahl's The Witches,10/26/2020,"['Adventure', 'Fantasy', 'Comedy', 'Family', 'Horror']",English,6.4,2497,57.587,0,"['ImageMovers', 'Warner Bros. Pictures', 'Double Dare You Productions', 'Necropia Entertainment', 'Esperanto Filmoj']"
4258,Scary Movie 5,4/11/2013,['Comedy'],English,4.8,2536,49.118,20000000,"['Dimension Films', 'The Weinstein Company', 'Brad Grey Pictures']"
763285,Ambulance,3/16/2022,"['Thriller', 'Action']",English,6.7,1534,62.739,40000000,"['Universal Pictures', 'Bay Films', 'Endeavor Content', 'New Republic Pictures', 'Project X Entertainment']"
672322,Rurouni Kenshin: The Beginning,6/4/2021,"['Action', 'Adventure', 'Drama', 'Romance']",Japanese,7.7,349,52.344,0,"['Warner Bros. Japan', 'Amuse Soft Entertainment']"
447362,Life in a Year,11/27/2020,"['Drama', 'Romance']",English,8.3,1408,58.586,0,['Overbrook Entertainment']
10474,The Basketball Diaries,4/21/1995,"['Drama', 'Crime']",English,7.4,1715,69.779,2000000,"['New Line Cinema', 'Island Pictures']"
10681,WALL·E,6/22/2008,"['Animation', 'Family', 'Science Fiction']",English,8.1,16958,55.431,180000000,"['Pixar', 'Walt Disney Pictures']"
181808,Star Wars: The Last Jedi,12/13/2017,"['Adventure', 'Action', 'Science Fiction']",English,6.8,13954,60.337,200000000,['Lucasfilm Ltd.']
602223,The Forever Purge,6/30/2021,"['Horror', 'Action', 'Thriller']",English,7.1,2088,52.253,18000000,"['Blumhouse Productions', 'Platinum Dunes', 'Universal Pictures', 'Perfect World Pictures', 'Man in A Tree']"
2907,The Addams Family,11/22/1991,"['Comedy', 'Fantasy']",English,7,4012,54.275,30000000,"['Scott Rudin Productions', 'Orion Pictures', 'Paramount']"
105,Back to the Future,7/3/1985,"['Adventure', 'Comedy', 'Science Fiction']",English,8.3,17878,53.454,19000000,"['Universal Pictures', 'Amblin Entertainment']"
10527,Madagascar: Escape 2 Africa,10/30/2008,"['Family', 'Adventure', 'Animation', 'Comedy']",English,6.5,6182,54.453,150000000,"['DreamWorks Animation', 'Pacific Data Images', 'Paramount']"
535167,The Wandering Earth,2/5/2019,"['Science Fiction', 'Action', 'Drama']",Chinese,6.6,734,65.76,48000000,"['China Film Group Corporation', 'Beijing Jingxi Culture', 'Beijing Dengfeng International Culture', 'G!Film Studio', 'Free Whale Pictures']"
131634,The Hunger Games: Mockingjay - Part 2,11/18/2015,"['Action', 'Adventure', 'Science Fiction']",English,6.9,11265,63.251,160000000,"['Lionsgate', 'Color Force', 'Studio Babelsberg', 'Seashore GER 1']"
780609,Men,5/20/2022,"['Horror', 'Thriller', 'Fantasy']",English,6.3,709,41.991,0,"['DNA Films', 'A24']"
140607,Star Wars: The Force Awakens,12/15/2015,"['Adventure', 'Action', 'Science Fiction', 'Fantasy']",English,7.3,17979,56.939,245000000,"['Lucasfilm Ltd.', 'Bad Robot']"
347201,Boruto: Naruto the Movie,8/7/2015,"['Animation', 'Action', 'Comedy']",Japanese,7.6,1277,59.985,0,"['Pierrot', 'Studio Lagurus', 'Aniplex', 'Bandai Namco Entertainment', 'Bandai', 'dentsu', 'Shueisha', 'TV Tokyo', 'TOHO']"
482373,Don't Breathe 2,8/12/2021,"['Thriller', 'Horror']",English,7.2,2070,53.496,10000000,"['Ghost House Pictures', 'Stage 6 Films', 'Good Universe', 'Bad Hombre Films', 'Screen Gems']"
35,The Simpsons Movie,7/25/2007,"['Animation', 'Comedy', 'Family']",English,7,7230,62.957,75000000,"['Gracie Films', 'Film Roman', '20th Century Fox Animation', 'The Curiosity Company', '20th Century Fox']"
475557,Joker,10/1/2019,"['Crime', 'Thriller', 'Drama']",English,8.2,22669,58.411,55000000,"['Warner Bros. Pictures', 'Joint Effort', 'Village Roadshow Pictures', 'Bron Studios', 'DC Films']"
76338,Thor: The Dark World,10/30/2013,"['Action', 'Adventure', 'Fantasy']",English,6.5,15969,63.949,170000000,['Marvel Studios']
397243,The Autopsy of Jane Doe,12/21/2016,"['Horror', 'Mystery']",English,6.7,3678,50.673,0,"['IM Global', 'Impostor Pictures', '42']"
102651,Maleficent,5/28/2014,"['Fantasy', 'Adventure', 'Action', 'Family', 'Romance']",English,7.1,12240,47.318,180000000,"['Walt Disney Pictures', 'Roth Films']"
346698,Barbie,7/19/2023,['Comedy'],English,0,0,64.366,100000000,"['LuckyChap Entertainment', 'Heyday Films', 'Warner Bros. Pictures', 'Mattel']"
350,The Devil Wears Prada,6/29/2006,"['Comedy', 'Drama', 'Romance']",English,7.4,10784,51.847,35000000,"['Fox 2000 Pictures', 'Dune Entertainment', 'Major Studio Partners', 'Peninsula Films']"
57214,Project X,3/1/2012,['Comedy'],English,6.8,5634,59.042,12000000,"['Silver Pictures', 'Green Hat Films']"
637693,Spirit Untamed,5/20/2021,"['Animation', 'Adventure', 'Family', 'Western']",English,7.3,450,47.165,30000000,"['Universal Pictures', 'DreamWorks Animation']"
305470,Power Rangers,3/23/2017,"['Action', 'Adventure', 'Science Fiction']",English,6.3,4105,64.494,105000000,"['Lionsgate', 'Saban Brands', 'Saban Films', 'Temple Hill Entertainment', 'TIK Films']"
1087040,Money Shot: The Pornhub Story,3/15/2023,['Documentary'],English,5.8,192,219.615,0,['Jigsaw Productions']
68721,Iron Man 3,4/18/2013,"['Action', 'Adventure', 'Science Fiction']",English,6.9,20598,53.273,200000000,['Marvel Studios']
551806,Praise This,4/7/2023,"['Comedy', 'Music']",English,7.6,23,50.664,0,"['Universal Pictures', 'Will Packer Productions', 'The Story Company']"
630586,Wrong Turn,1/26/2021,"['Horror', 'Thriller', 'Drama']",English,6,902,59.587,0,"['Constantin Film', 'The H Collective', 'Tea Shop & Film Company', 'Lionsgate']"
938008,The Killer,7/13/2022,"['Action', 'Crime', 'Thriller']",Korean,7.9,265,60.116,0,"['M-Line Distribution', 'iHQ']"
534171,Purpose of Reunion 2,8/31/2017,"['Drama', 'Romance']",Korean,4.7,3,58.948,0,[]
9732,The Lion King II: Simba's Pride,10/24/1998,"['Family', 'Adventure', 'Animation', 'Action']",English,6.9,4025,51.078,0,"['Disney Television Animation', 'DisneyToon Studios', 'Walt Disney Pictures']"
390845,A Delicious Flight,11/1/2015,['Romance'],Korean,4,54,56.434,0,[]
346364,It,9/6/2017,"['Horror', 'Fantasy']",English,7.2,17548,49.686,35000000,"['New Line Cinema', 'Vertigo Entertainment', 'Lin Pictures', 'KatzSmith Productions']"
745881,The Medium,7/14/2021,"['Horror', 'Thriller']",Thai,7.1,495,58.771,0,"['GDH 559', 'Northern Cross', 'Jorkwang Films', 'Showbox', 'Finecut']"
121,The Lord of the Rings: The Two Towers,12/18/2002,"['Adventure', 'Fantasy', 'Action']",English,8.4,19670,62.983,79000000,"['New Line Cinema', 'WingNut Films', 'The Saul Zaentz Company']"
1063239,Big Mäck: Gangsters and Gold,1/20/2023,['Documentary'],German,6,11,47.461,0,[]
587807,Tom & Jerry,2/10/2021,"['Comedy', 'Family', 'Animation']",English,6.9,2215,53.221,50000000,"['Warner Animation Group', 'Turner Entertainment', 'The Story Company', 'Warner Bros. Pictures']"
118406,Road to Ninja: Naruto the Movie,7/28/2012,"['Animation', 'Fantasy', 'Action']",Japanese,7.6,872,48.747,0,"['dentsu', 'Aniplex', 'Shueisha', 'TV Tokyo', 'Pierrot', 'TOHO', 'Bandai Visual']"
290859,Terminator: Dark Fate,10/23/2019,"['Science Fiction', 'Action']",English,6.5,4446,51.402,185000000,"['Lightstorm Entertainment', 'Skydance Media', '20th Century Fox', 'Paramount', 'Tencent Pictures', 'TSG Entertainment', 'Ministry of Finance of Spain', 'Ministerio de Cultura', 'Hungarian National Film Fund', 'Mid Atlantic Films']"
556694,Three Thousand Years of Longing,8/24/2022,['Fantasy'],English,7,749,63.247,60000000,"['FilmNation Entertainment', 'Kennedy Miller Productions', 'Metro-Goldwyn-Mayer', 'Elevate Production Finance', 'CAA Media Finance', 'Sunac Pictures']"
1039627,L.O.L. Surprise! Winter Fashion Show,10/24/2022,['Animation'],English,7.8,35,41.109,0,['MGA Entertainment']
949,Heat,12/15/1995,"['Action', 'Crime', 'Drama', 'Thriller']",English,7.9,6226,45.851,60000000,"['Regency Enterprises', 'Forward Pass', 'Warner Bros. Pictures', 'New Regency Productions', 'The Linson Company', 'Monarchy Enterprises B.V.']"
46195,Rio,4/3/2011,"['Animation', 'Adventure', 'Comedy', 'Family']",English,6.7,6002,45.689,90000000,"['Blue Sky Studios', '20th Century Fox Animation', '20th Century Fox']"
997120,Sniper: Rogue Mission,8/15/2022,"['Action', 'Thriller', 'Mystery']",English,6.7,81,45.884,0,['Destination Films']
520765,Go!,1/16/2020,['Family'],English,6.7,239,40.193,0,['See Pictures']
